Account,date,classification,total_closed_pnl,num_trades,num_closes,num_liquidations,total_volume_usd,win_rate
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-03,Fear,376.017126,33,15,0,19510.13,0.7333333333333333
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-04,Extreme Fear,444.266681,32,7,0,16090.35,1.0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-05,Extreme Fear,423.18325600000003,21,6,0,11551.92,1.0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-06,Fear,102.92652,12,8,0,8915.96,0.75
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-07,Fear,781.670551,62,16,0,28747.42,1.0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-08,Fear,119.3611,31,7,0,13947.75,1.0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-09,Fear,0.0,8,0,0,6621.2300000000005,
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-10,Extreme Fear,0.0,16,0,0,11749.710000000001,
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-11,Extreme Fear,266.837111,32,6,0,16147.32,0.6666666666666666
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-12,Fear,78.714444,7,3,0,5169.82,1.0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-13,Neutral,-1.2672399999999993,9,3,0,3280.19,0.6666666666666666
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-15,Neutral,202.313183,36,30,0,30148.420000000002,0.9666666666666667
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-16,Fear,-6.342484000000001,7,5,0,3988.83,0.4
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-17,Fear,-31.277088,3,1,0,2116.03,0.0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-19,Fear,-2.8135689999999993,12,7,0,5824.6900000000005,0.2857142857142857
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-20,Neutral,-147.78931200000002,20,13,0,15384.77,1.0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-21,Fear,39.1247,6,2,0,2966.76,1.0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-22,Fear,-1184.046158,11,0,0,3748.62,
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-23,Fear,0.0,2,0,0,748.95,
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-24,Neutral,-216.431703,25,12,0,13629.9,0.8333333333333334
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-25,Neutral,87.95347999999998,3,3,0,1133.4299999999998,0.3333333333333333
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-26,Neutral,69.285,3,1,0,2249.9,1.0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-30,Fear,0.0,3,0,0,750.22,
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-31,Fear,798.187528,16,5,0,7544.88,1.0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-01,Fear,-680.287463,19,8,0,4701.35,0.75
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-02,Fear,93.006465,4,3,0,1623.71,1.0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-03,Fear,7.052034,14,2,0,8893.3,1.0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-04,Fear,0.0,2,0,0,1749.56,
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-05,Fear,-132.88134,25,11,0,14666.43,0.9090909090909091
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-06,Fear,-1400.5515480000001,15,5,0,9920.72,0.8
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-07,Extreme Fear,-5651.552238,48,13,0,27343.420000000002,0.5384615384615384
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-08,Extreme Fear,-6745.027414,42,13,0,29440.15,0.7692307692307693
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-09,Extreme Fear,-3911.273892,56,29,0,35736.87,0.896551724137931
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-10,Fear,258.032458,21,8,0,10926.67,1.0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-11,Fear,608.246567,28,17,0,10608.06,1.0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-12,Fear,3105.920269,41,24,0,22557.87,1.0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-13,Neutral,490.32631200000003,26,10,0,15647.84,1.0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-14,Fear,263.769257,7,5,0,2644.28,1.0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-16,Fear,17.022667,11,3,0,8458.880000000001,1.0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-17,Fear,169.67583499999998,29,7,0,13239.61,1.0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-19,Fear,64.128219,2,0,0,750.15,
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-20,Fear,12.652267000000005,21,10,0,12197.01,0.9
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-21,Fear,-2.1503300000000003,12,8,0,2999.74,0.625
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-22,Neutral,-282.266207,14,4,0,4813.67,0.25
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-23,Greed,511.720343,45,11,0,15144.58,0.9090909090909091
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-24,Greed,350.896638,24,7,0,9505.03,0.7142857142857143
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-25,Greed,0.0,7,0,0,2749.86,
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-26,Greed,147.607393,18,4,0,5200.49,1.0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-27,Greed,361.183441,13,10,0,4819.25,0.7
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-28,Neutral,146.420556,9,5,0,3247.21,1.0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-29,Greed,30.495403,7,0,0,2498.8,
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-05-01,Neutral,37.385304,7,1,0,2093.09,1.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2024-12-14,Extreme Greed,0.0,1,0,0,24979.8,
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2024-12-19,Extreme Greed,7440.638159,89,36,0,453044.78,1.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2024-12-20,Greed,53635.529649,238,99,0,2291660.29,1.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2024-12-27,Greed,357.346725,18,9,0,129430.5,1.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2024-12-30,Greed,2227.18659,38,25,0,248389.74,1.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-01-08,Greed,0.0,139,0,0,700570.35,
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-01-09,Greed,35352.95374,96,56,0,744503.38,1.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-01-10,Neutral,2812.7685,27,27,0,113287.72,1.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-01-12,Greed,927.412681,390,390,0,323771.05,1.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-01-13,Greed,0.0,23,0,0,157438.69,
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-01-16,Extreme Greed,13963.52,4,4,0,171402.19999999998,1.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-01-19,Extreme Greed,1519.769822,30,20,0,117502.78,1.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-01-20,Extreme Greed,-2427.873799,43,36,0,111655.81999999999,0.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-02-20,Neutral,0.0,13,0,0,19999.92,
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-02-24,Neutral,856.4737299999999,41,7,0,240953.5,1.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-02-25,Fear,11271.895074,215,114,0,1211478.04,1.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-02-26,Extreme Fear,22137.551238,50,50,0,422136.07999999996,1.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-02-27,Extreme Fear,503.31943,12,4,0,100537.42,1.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-02-28,Extreme Fear,22299.186495,89,72,0,1322353.09,1.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-03,Fear,0.0,19,0,0,199936.29,
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-04,Extreme Fear,0.0,155,0,0,860142.5499999999,
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-06,Fear,5109.859504,15,5,0,145280.13,1.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-07,Fear,0.0,57,0,0,100077.85,
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-10,Extreme Fear,0.08712,114,1,0,637344.88,1.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-11,Extreme Fear,0.0,84,0,0,270186.14,
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-13,Neutral,0.0,15,0,0,65244.9,
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-20,Neutral,4839.59228,195,151,0,630536.58,1.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-21,Fear,0.0,17,0,0,24999.85,
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-22,Fear,4350.379248,53,53,0,69357.39,1.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-23,Fear,2897.148962,76,26,0,302986.27,1.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-24,Neutral,48946.705539,185,185,0,1176763.62,1.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-25,Neutral,30531.101000000002,50,50,0,639865.76,1.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-26,Neutral,9261.449882,140,85,0,689410.4500000001,1.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-29,Fear,314.6728,23,3,0,350341.06,1.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-30,Fear,5362.529222,21,21,0,255386.44,1.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-31,Fear,4750.8109939999995,47,26,0,444763.7,1.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-02,Fear,444.205198,16,10,0,599582.17,1.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-03,Fear,0.0,60,0,0,999996.66,
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-04,Fear,0.0,51,0,0,421466.09,
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-05,Fear,31134.240601999998,102,102,0,527928.11,1.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-06,Fear,0.0,103,0,0,567374.5700000001,
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-07,Extreme Fear,13642.628143,189,40,0,1470763.94,1.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-08,Extreme Fear,221.0,3,1,0,156825.0,1.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-09,Extreme Fear,107892.62706,290,143,0,5201395.47,0.958041958041958
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-10,Fear,84856.33534,222,80,0,5798272.0200000005,1.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-11,Fear,122461.112004,74,74,0,1804870.08,1.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-12,Fear,0.0,68,0,0,1147722.14,
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-14,Fear,21531.8321,76,56,0,2046340.19,1.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-15,Fear,0.0,51,0,0,171059.99,
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-16,Fear,3088.0,1,1,0,166444.0,1.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-17,Fear,-110.0,6,6,0,169642.0,0.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-21,Fear,-681.29819,23,22,0,702502.7,0.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-22,Neutral,132.0,6,1,0,91292.99,1.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-23,Greed,2875.230157,121,66,0,811877.66,0.45454545454545453
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-24,Greed,459.24741,23,22,0,101376.46,1.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-25,Greed,0.0,3,0,0,189428.0,
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-26,Greed,47.876234000000004,41,41,0,282780.0,1.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-30,Greed,510.0,5,4,0,376290.0,1.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-13,Extreme Greed,0.0,7,0,0,6000.799999999999,
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-14,Extreme Greed,65.480454,1,1,0,6066.28,1.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-15,Extreme Greed,338.42832,8,1,0,26339.81,1.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-16,Extreme Greed,228.57984,6,1,0,27223.66,1.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-17,Extreme Greed,429.683075,14,4,0,87063.35,1.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-18,Extreme Greed,0.0,12,0,0,34001.9,
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-19,Extreme Greed,0.0,4,0,0,9067.51,
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-21,Extreme Greed,0.0,1,0,0,9744.18,
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-25,Extreme Greed,1302.916428,7,6,0,57116.32,1.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-26,Extreme Greed,20.599193,7,1,0,23986.34,1.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-27,Extreme Greed,189.192,27,12,0,87066.1,1.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-28,Extreme Greed,0.0,3,0,0,20013.89,
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-29,Extreme Greed,883.097404,15,6,0,86914.37,1.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-31,Extreme Greed,912.786145,13,10,0,39912.96,1.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-01,Extreme Greed,0.840939,29,2,0,134989.44,1.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-02,Extreme Greed,883.760812,37,12,0,224664.62,1.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-04,Greed,0.0,32,0,0,95987.73,
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-05,Extreme Greed,4444.4983010000005,10,7,0,172531.56999999998,1.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-06,Extreme Greed,236.33513399999998,16,4,0,68223.67,1.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-07,Extreme Greed,0.0,23,0,0,49988.14,
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-08,Extreme Greed,0.0,28,0,0,163166.37,
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-09,Extreme Greed,0.0,3,0,0,57063.840000000004,
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-10,Extreme Greed,5207.443414,41,36,0,351735.97,1.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-11,Extreme Greed,389.743164,16,2,0,76400.96,1.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-12,Extreme Greed,0.0,21,0,0,149909.08000000002,
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-13,Greed,0.0,18,0,0,156188.7,
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-14,Greed,-36565.98544,64,41,0,588765.94,0.07317073170731707
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-15,Greed,0.0,3,0,0,50013.950000000004,
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-19,Greed,1946.4454620000001,35,27,0,337257.92000000004,1.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-20,Greed,0.0,2,0,0,11999.59,
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-22,Greed,0.0,9,0,0,47993.61,
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-23,Greed,759.2148159999999,54,31,0,192658.47,1.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-24,Greed,279.185907,20,7,0,141275.24,0.8571428571428571
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-25,Greed,0.0,6,0,0,68979.14,
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-27,Greed,4281.488139,27,19,0,154264.47,1.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-28,Greed,0.0,8,0,0,26999.41,
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-29,Greed,526.9338359999999,31,17,0,104475.19,1.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-30,Greed,0.0,24,0,0,125018.75,
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-01,Neutral,0.0,14,0,0,87025.45,
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-03,Neutral,5319.861625,23,16,0,277373.29,1.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-04,Greed,0.0,6,0,0,53999.340000000004,
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-05,Greed,0.0,4,0,0,23986.050000000003,
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-06,Greed,968.59038,9,4,0,206016.43,1.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-07,Greed,656.21704,10,7,0,98901.26000000001,1.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-08,Greed,0.0,10,0,0,65834.19,
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-09,Greed,1147.595856,25,11,0,216990.58,1.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-10,Greed,2101.741695,22,6,0,156882.0,1.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-11,Neutral,251.604742,9,9,0,63248.95,1.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-12,Greed,0.0,10,0,0,45004.64,
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-13,Greed,2136.853859,25,10,0,188144.09,1.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-14,Greed,1150.5233050000002,23,4,0,145853.4,1.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-15,Greed,948.970582,36,17,0,234922.57,1.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-16,Greed,214.5898,24,5,0,158780.89,1.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-18,Greed,3522.3946610000003,25,16,0,126303.14,1.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-19,Greed,0.0,8,0,0,29998.09,
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-20,Greed,0.0,7,0,0,33003.4,
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-21,Extreme Greed,6017.309216,53,7,0,482127.94,1.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-22,Extreme Greed,0.0,6,0,0,44995.29,
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-07,Extreme Greed,7329.223137999999,52,30,0,785972.7,1.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-08,Greed,0.0,7,0,0,45002.65,
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-09,Extreme Greed,0.0,5,0,0,20999.96,
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-10,Greed,0.0,4,0,0,24000.3,
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-11,Greed,0.0,21,0,0,276003.46,
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-14,Greed,0.0,16,0,0,97988.96,
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-15,Greed,2084.433906,38,29,0,592097.63,1.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-17,Greed,1268.7590360000002,14,5,0,252491.58,0.8
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-18,Greed,0.0,7,0,0,62998.22,
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-19,Greed,2053.973644,17,17,0,190061.52,1.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-20,Greed,0.0,4,0,0,29997.36,
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-21,Greed,773.5582039999999,11,3,0,74216.28,1.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-22,Neutral,0.0,3,0,0,18000.21,
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-24,Neutral,0.0,21,0,0,252007.37,
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-26,Neutral,4197.732182,31,21,0,364194.84,1.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-27,Fear,0.0,12,0,0,119990.08,
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-29,Fear,1842.738325,17,13,0,223530.97,1.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-30,Neutral,0.0,3,0,0,29999.27,
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-01,Neutral,1202.488212,13,9,0,97200.55,1.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-03,Neutral,1118.387284,10,4,0,103880.08,1.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-04,Fear,0.0,14,0,0,255022.22,
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-05,Fear,0.0,20,0,0,270298.74,
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-10,Fear,11595.627026,43,33,0,671917.11,1.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-11,Fear,1876.812082,19,9,0,169887.02,1.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-12,Fear,0.0,10,0,0,76006.65,
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-13,Fear,2678.839374,13,13,0,138690.01,1.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-14,Fear,0.0,7,0,0,84001.13,
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-15,Neutral,0.0,21,0,0,167993.85,
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-16,Greed,0.0,22,0,0,144000.57,
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-17,Greed,0.0,9,0,0,164934.32,
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-18,Greed,2569.979964,53,41,0,642356.11,1.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-19,Greed,2120.091364,16,11,0,146122.7,1.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-20,Greed,129.66130099999998,9,4,0,99879.67,1.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-21,Greed,0.0,3,0,0,43995.18,
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-22,Greed,2273.29301,21,12,0,225308.37,1.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-23,Greed,0.0,2,0,0,23994.47,
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-24,Greed,0.0,21,0,0,28011.55,
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-25,Greed,0.0,65,0,0,519380.44,
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-26,Greed,0.0,10,0,0,150009.65,
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-27,Greed,6400.623656,52,42,0,900756.99,1.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-28,Greed,0.0,3,0,0,31999.690000000002,
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-30,Greed,0.0,6,0,0,36006.47,
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-31,Greed,0.0,3,0,0,40005.14,
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-01,Neutral,0.0,13,0,0,143995.01,
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-02,Greed,0.0,36,0,0,295967.16,
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-03,Fear,0.0,13,0,0,112478.98999999999,
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-04,Fear,-108604.496278,72,60,0,901551.09,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-05,Fear,-4779.219012,17,2,0,213738.16,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-09,Neutral,11147.900554,12,9,0,132038.0,1.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-11,Fear,847.7766200000001,8,4,0,40839.850000000006,1.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-12,Fear,858.6705000000001,16,6,0,44140.4,1.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-13,Fear,0.0,5,0,0,12500.1,
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-14,Fear,2168.9015130000003,9,5,0,64666.34,1.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-16,Fear,0.0,2,0,0,12500.130000000001,
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-18,Fear,307.201888,14,12,0,62804.47,1.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-20,Fear,192.602844,8,1,0,42417.87,1.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-23,Fear,1005.30527,10,3,0,63509.56,1.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-24,Greed,0.0,2,0,0,15000.07,
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-25,Neutral,0.0,4,0,0,14996.33,
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-26,Greed,231.236918,5,2,0,92263.52,1.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-27,Neutral,0.0,7,0,0,65005.19,
