Account,date,classification,total_closed_pnl,num_trades,num_closes,num_liquidations,total_volume_usd,win_rate
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-17,Extreme Greed,4493.232479,17,0,0,41490.68,
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-18,Extreme Greed,1047.030992,39,0,0,84021.26999999999,
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-19,Extreme Greed,4842.054317,124,0,0,272092.55,
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-24,Extreme Greed,1693.493165,339,0,0,588968.28,
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-25,Extreme Greed,4221.156399,54,0,0,129509.91,
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-27,Greed,0.0,44,0,0,66856.49,
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-28,Greed,6899.2458320000005,56,0,0,73755.74,
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-29,Greed,0.0,46,0,0,73735.48,
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-30,Greed,7372.485101,55,0,0,81107.93000000001,
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-02-01,Greed,1162.002541,78,0,0,163388.11,
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-02-02,Greed,6352.452613,517,37,0,1443682.0,0.6486486486486487
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-02-11,Neutral,-12346.990829,124,0,0,75901.55,
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-02-12,Neutral,355.5854,159,127,0,427297.12,1.0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-02-24,Neutral,1129.8489260000001,160,0,0,262595.6,
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-02-25,Fear,-6820.76955,1,0,0,82910.81,
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-02-28,Extreme Fear,0.0,52,0,0,76066.87,
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-03,Fear,2480.902379,110,0,0,219900.91,
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-04,Extreme Fear,-3169.3554679999997,65,0,0,114173.17,
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-07,Fear,0.0,37,0,0,55481.42,
